"cbsa_code","cbsatitle","metrosize","posts_jan20","posts_feb20","posts_mar20","posts_apr20","posts_may20","posts_jun20","posts_jul20","posts_aug20","posts_sep20","posts_oct20","posts_nov20","posts_dec20","posts_jan21","posts_feb21","posts_mar21","posts_apr21","chg_imp","chg_traj","rank_imp","rank_traj","szrank_imp","szrank_traj"
"38860","Portland-South Portland, ME","Large",26247,22736,23485,20452,20789,20071,22018,24513,25131,27168,26549,28108,26619,27989,30877,29716,30.7002111189303,-3.76008031868381,71,157,27,46
"38900","Portland-Vancouver-Hillsboro, OR-WA","Very Large",116265,100666,97317,81822,79452,78537,82920,101645,102695,113318,109134,115235,114463,117823,138410,146125,45.1582460810999,5.57401921826458,27,36,4,6
"38940","Port St. Lucie, FL","Midsized",10018,9192,9343,7679,7838,7139,7428,8192,8318,8355,8521,9314,8969,9382,10546,10846,17.993907745866,2.84468044756306,116,69,49,33
"39100","Poughkeepsie-Newburgh-Middletown, NY","Large",20253,17244,18122,15580,17295,15966,16848,18851,18280,18877,19084,20400,18264,19072,22884,22732,31.8255625144978,-0.664219542038105,67,127,24,38
"39300","Providence-Warwick, RI-MA","Very Large",61404,54062,55903,49808,50335,48538,51992,56618,60174,67340,73328,76419,73442,76844,97079,89009,64.6424475602087,-8.31281739614129,6,186,1,53
"39340","Provo-Orem, UT","Large",18304,15145,15975,13547,14002,12730,13162,14780,15325,18255,17846,20464,19235,20043,24429,25647,69.3430174975239,4.98587744074665,2,40,2,11
"39580","Raleigh-Cary, NC","Very Large",71198,63018,60414,51239,52084,50535,52924,66067,67214,71697,68028,70745,70104,74361,82841,81161,28.7901869307182,-2.02798131360075,82,144,21,45
"39740","Reading, PA","Midsized",15843,13508,14370,12574,12909,13006,14130,15267,16053,17282,18156,20390,17033,17747,19044,20137,49.0746224459579,5.73934047469019,19,31,7,18
"39900","Reno, NV","Midsized",23302,19682,19562,13982,13938,13304,14534,21071,23305,25156,24768,26258,24902,25006,29002,31035,57.6821461233614,7.00986138886973,12,22,4,12
"40060","Richmond, VA","Very Large",57468,50719,51426,44899,46252,46008,50714,57187,55234,59326,60099,64160,62372,63262,71345,71557,41.0851948973757,0.297147662765436,42,115,8,34
"40140","Riverside-San Bernardino-Ontario, CA","Very Large",86509,75789,78350,62863,65676,63599,68220,78189,80959,87270,86042,92398,81274,83644,90652,95092,25.4693952948317,4.89785112297578,95,41,24,9
"40220","Roanoke, VA","Midsized",13575,12647,13388,11723,12229,11479,12750,13429,14059,15294,15769,16985,16567,16310,18842,18900,49.44255554677,0.307822948731557,18,114,6,44
"40380","Rochester, NY","Very Large",42512,36371,37951,31394,32128,30837,32632,40521,40731,43972,41099,42359,39086,41282,49346,51831,42.5063924555278,5.03586916872695,36,39,6,8
"40420","Rockford, IL","Midsized",12239,10877,11445,9879,10006,10038,10158,10460,10432,10941,11091,11810,10558,10863,12541,13451,23.6646134044314,7.25619966509848,103,21,45,11
"40900","Sacramento--Roseville-Folsom, CA","Very Large",78512,69644,66910,53348,53907,55442,59378,76730,75206,80453,79224,81299,76401,79770,89545,91304,31.1010280856929,1.96437545368251,70,82,14,21
"41180","St. Louis, MO-I","Very Large",135029,117887,115121,93636,95389,97221,103858,112325,110268,116628,116517,126604,117641,119377,130510,127367,8.04159915851621,-2.40824457895947,161,145,45,46
"41420","Salem, OR","Midsized",13258,12171,12296,10384,10664,9687,10174,10840,10786,11964,11936,13578,13013,13157,15675,15885,30.5151589844713,1.33971291866029,73,95,32,39
"41500","Salinas, CA","Midsized",11530,10314,11134,9240,8997,7997,8127,8861,9696,10310,10686,10963,8529,8703,9498,10140,-1.6870273414776,6.7593177511055,183,24,77,13
"41540","Salisbury, MD-DE","Midsized",14832,13170,14079,13196,14222,13860,14224,15569,15277,15129,15922,17875,15827,16723,17249,17409,32.1867881548975,0.927590005217694,66,105,30,43
"41620","Salt Lake City, UT","Very Large",59879,50189,50592,43503,41637,39405,42475,47177,48664,54505,55317,66700,60207,62309,76464,77453,54.3226603439001,1.29341912534003,16,96,3,26
"41700","San Antonio-New Braunfels, TX","Very Large",77224,68940,67532,52495,54521,55998,57974,62256,60190,63604,61815,63353,61544,62681,72602,76334,10.7252683492892,5.14035426021322,147,37,39,7
"41740","San Diego-Chula Vista-Carlsbad, CA","Very Large",117809,102575,95120,76112,75209,78574,81636,88031,84200,92712,90162,94782,91119,93332,106334,108741,6.01121130879844,2.26362217164783,171,76,50,17
"41860","San Francisco-Oakland-Berkeley, CA","Very Large",284495,251235,252128,197050,191391,193778,203156,223308,208729,222074,217913,233919,224326,228907,255769,261010,3.8907795490278,2.04911463078012,173,80,51,19
"41940","San Jose-Sunnyvale-Santa Clara, CA","Very Large",138310,122017,122714,98551,95107,93503,96463,101241,93841,99061,95955,102448,100901,105190,115731,113536,-6.95067080816608,-1.89663962119052,187,141,53,44
"42020","San Luis Obispo-Paso Robles, CA","Midsized",9374,8601,8293,7150,7352,7038,6816,7526,8143,8672,8563,9243,8657,8893,9738,9474,10.1499825601674,-2.71102895871842,152,148,64,58
"42100","Santa Cruz-Watsonville, CA","Midsized",7853,6995,7126,5770,5788,5449,5649,6533,7267,7880,7993,8091,6149,6395,7069,7662,9.53538241601144,8.38873956712406,155,18,66,9
"42200","Santa Maria-Santa Barbara, CA","Midsized",16316,14465,14166,12176,11820,11112,11243,12088,12709,13778,13412,14098,14752,15069,17621,18611,28.6622882820601,5.6182963509449,83,35,33,21
"42220","Santa Rosa-Petaluma, CA","Midsized",17750,16035,16973,13220,12566,12442,12736,14711,15697,16813,16063,16544,15067,15538,17743,18378,14.6117867165575,3.57887617652032,130,58,57,29
"42340","Savannah, GA","Midsized",16814,15217,14955,12428,13228,12849,14047,14853,15053,16566,16340,17400,16530,16832,18526,19148,25.8329499901426,3.35744359278851,92,62,39,30
"42540","Scranton--Wilkes-Barre, PA","Large",22711,19681,20021,18068,19115,18309,19295,20979,22106,22827,23102,26013,22217,22630,25843,24714,25.5728875565266,-4.36868784583833,94,160,31,48
"42660","Seattle-Tacoma-Bellevue, WA","Very Large",213187,190339,193601,171630,170485,170830,181047,214257,206529,224421,214395,228334,214183,219080,255238,261393,37.3302371032736,2.41147478040104,50,74,10,16
"43340","Shreveport-Bossier City, LA","Midsized",12807,11267,11596,9869,10313,9899,10479,11127,11570,12777,13572,13556,12687,12959,15801,15507,37.6320227212213,-1.86064173153598,48,139,21,56
"43620","Sioux Falls, SD","Midsized",12223,11124,12028,10477,10385,9906,10691,10946,11464,12935,12437,12450,12638,13147,14273,14872,33.6929162171881,4.19673509423387,61,49,28,25
"43780","South Bend-Mishawaka, IN-MI","Midsized",11830,10348,10706,8934,9545,9239,10305,10974,11271,11974,11504,12450,10916,10996,12726,12318,19.0374951681484,-3.20603488920321,115,153,48,62
"43900","Spartanburg, SC","Midsized",11225,9455,9621,8181,8411,8584,9088,10013,10182,10387,10207,11437,11272,11863,13395,12357,30.6927551560021,-7.7491601343785,72,183,31,78
"44060","Spokane-Spokane Valley, WA","Large",16533,14834,16799,14608,14675,13585,13830,16199,16799,18860,18633,19735,18272,19110,22245,24482,65.0397734933262,10.0561924027871,5,13,4,6
"44140","Springfield, MA","Large",23225,20360,20767,18777,19827,19489,20680,22008,22949,24085,24390,25000,23524,25205,29333,30140,48.0353634577603,2.75116762690485,22,71,10,24
"44180","Springfield, MO","Midsized",18450,16521,17036,13384,13773,14174,14815,15669,16023,18407,19343,21004,19258,19305,21738,22544,36.4566309545427,3.70779280522587,52,57,23,28
"44700","Stockton, CA","Large",18157,16725,17259,12371,12819,12464,13364,18494,19664,21167,20677,20783,19708,20202,22850,23745,41.9730941704036,3.91684901531729,38,53,15,17
"45060","Syracuse, NY","Large",26491,23018,24571,19989,21065,20796,22445,24809,24310,25043,23905,25929,24111,24881,30791,31124,35.2159179772352,1.081484849469,54,100,21,33
"45220","Tallahassee, FL","Midsized",14148,12969,13243,10628,10184,9992,10988,11859,11220,12130,11571,12171,12282,12880,14833,14099,8.71308504896291,-4.94842580732151,160,164,68,65
"45300","Tampa-St. Petersburg-Clearwater, FL","Very Large",122518,105087,102942,76420,76666,78760,85406,115196,117354,123751,123278,127571,124209,125733,138832,140484,33.6835193696651,1.18992739426069,62,97,13,27
"45780","Toledo, OH","Large",25713,22120,22737,18199,18832,19236,20860,26266,26993,27730,27394,28539,26496,28626,30050,28663,29.5795660036166,-4.61564059900166,78,162,29,50
"45940","Trenton-Princeton, NJ","Midsized",26017,21998,21476,17751,18790,18102,18272,18732,19129,21296,20564,22331,22126,23461,31369,31341,42.4720429129921,-0.0892600975485352,37,121,17,48
"46060","Tucson, AZ","Very Large",34825,29589,27551,22256,21656,22295,23769,31551,33255,36710,36212,37125,38314,38859,44423,47745,61.3606407786678,7.47810818720032,9,20,2,3
"46140","Tulsa, OK","Large",36827,31134,30241,25215,25760,25514,27743,38104,38972,39758,39414,42651,42117,44128,50193,50923,63.560737457442,1.45438606977069,7,92,5,30
"46220","Tuscaloosa, AL","Midsized",8881,7517,7786,6710,6805,6488,6812,7189,7532,7770,10842,11849,8845,8978,8572,8068,7.33005188239989,-5.87960802613159,163,171,69,69
"46520","Urban Honolulu, HI","Large",27589,22973,22122,15726,18931,17627,14516,16188,19904,19954,20295,19433,18516,19041,21038,18987,-17.3508031167022,-9.74902557277308,192,188,57,56
"46540","Utica-Rome, NY","Midsized",9956,8892,9030,7797,7997,7490,8226,8697,8330,9361,9294,9723,9413,9850,11334,11365,27.8115159694107,0.273513322745721,86,116,35,45
"46700","Vallejo, CA","Midsized",11241,9872,10185,8045,8118,7898,8303,9301,9656,10210,9859,10159,9600,9278,10861,11559,17.0887358184765,6.42666421139858,119,26,50,15
"47260","Virginia Beach-Norfolk-Newport News, VA-NC","Very Large",71004,62416,62304,52693,55763,55682,60240,68712,67558,74435,72402,73471,72864,74838,85180,80462,28.9124583440144,-5.53885888706269,81,169,20,50
"47300","Visalia, CA","Midsized",7983,7123,7508,6711,7060,6425,6557,7119,7013,7008,7156,7739,7144,7437,7691,8131,14.1513407272217,5.72097256533611,131,32,58,19
"47380","Waco, TX","Midsized",9573,9128,9321,8114,8463,7579,7801,8677,8480,8897,8540,9383,9097,9519,12113,12238,34.0709903593339,1.03194914554611,59,102,27,41
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","Very Large",405701,348172,343370,303627,316283,321941,336451,382036,356547,375139,371648,387502,369329,383757,436093,434366,24.7561550038487,-0.3960164460333,101,123,25,37
"48620","Wichita, KS","Large",25908,22355,21776,15768,15452,14997,15942,22408,23734,24181,24402,28552,27801,30729,32300,31132,39.2619100872288,-3.61609907120743,46,156,18,45
"48900","Wilmington, NC","Midsized",10718,10050,10905,10164,10829,10543,11380,11142,11093,12615,11694,12165,11460,11129,10994,10147,0.965174129353234,-7.70420229215936,179,181,73,76
"49180","Winston-Salem, NC","Large",21318,18678,18194,15169,16067,16088,17291,18694,18697,19718,19550,20204,18561,19390,21028,20100,7.61323482171539,-4.41316340117938,162,161,49,49
"49340","Worcester, MA-CT","Large",33054,29413,30648,26531,29866,28238,29162,30651,31266,39653,50742,51729,49032,54264,32729,45400,54.3535171522796,38.7149011579944,15,7,8,4
"49420","Yakima, WA","Midsized",7481,6833,7096,6342,6549,5574,5698,6458,6439,7621,7622,8210,7849,7869,4923,10910,59.6663251865945,121.612837700589,10,3,3,2
"49620","York-Hanover, PA","Midsized",14442,12588,13006,11950,12929,12835,14049,15626,15658,16267,16295,18223,17676,19408,19726,18269,45.1302828090245,-7.38619081415391,28,179,13,75
"49660","Youngstown-Warren-Boardman, OH-PA","Large",16395,14254,14838,12954,14426,14137,14572,15804,14744,15049,15184,16276,14632,15053,17117,16188,13.5681212291287,-5.42735292399369,134,168,41,51
