cbsa_code,cbsatitle,metrosize,work_feb20,work_mar20,work_apr20,work_may20,work_jun20,work_jul20,work_aug20,work_sep20,work_oct20,work_nov20,work_dec20,work_jan21,work_feb21,work_mar21,work_apr21,chg_imp,chg_traj,rank_imp,szrank_imp,rank_traj,szrank_traj
15980,"Cape Coral-Fort Myers, FL",Large,-1,-16.58064460754395,-43.33333206176758,-31.93548393249512,-26.36666679382324,-32.80644989013672,-32.32258224487305,-32.59999847412109,-28.3870964050293,-31.63333320617676,-30.54838752746582,-27.06451606750488,-23.78571510314941,-23.64516067504883,-22.29999923706055,-22.299999,1.35,75,21,29,11
16300,"Cedar Rapids, IA",Midsized,2.897602595388889,-15.75191867351532,-42.93915796279907,-34.10603177547455,-26.4327996969223,-28.80929851531982,-29.07502615451813,-23.75876307487488,-18.95595669746399,-26.66312730312347,-27.17705714702606,-21.99193704128265,-21.42602407932281,-21.22442972660065,-20.41219663619995,-20.412197,.81,46,39,59,27
16620,"Charleston, WV",Midsized,-.0370990000665188,-15.95882272720337,-40.38785576820374,-30.4565110206604,-23.82860541343689,-26.5263786315918,-24.05736875534058,-23.0687552690506,-20.1573132276535,-24.83077013492584,-27.21489155292511,-24.15714776515961,-24.92183899879456,-20.0439453125,-20.5385217666626,-20.538521,-.49000001,47,40,113,48
16700,"Charleston-North Charleston, SC",Large,-.548104977235198,-16.40825533866882,-44.09428310394287,-32.55424070358276,-26.89816427230835,-31.78225421905518,-27.74656820297241,-26.348464012146,-21.49102544784546,-24.46436834335327,-27.64507675170898,-25.041916847229,-22.28803682327271,-21.03165578842163,-23.46598100662231,-23.465981,-2.4300001,89,28,178,52
16740,"Charlotte-Concord-Gastonia, NC-SC",Very Large,-.0084895822219551,-17.77460567653179,-45.83023944497108,-37.04746530950069,-30.89969848096371,-34.54491847753525,-31.4781554043293,-31.92492784559727,-28.37521666288376,-30.58418416976929,-33.69262389838696,-31.14965133368969,-28.56286796927452,-27.85088285803795,-29.58428366482258,-29.584284,-1.73,159,33,165,49
16860,"Chattanooga, TN-GA",Large,-.1112019252032042,-15.68481397628784,-41.05788391828537,-30.0298690199852,-25.33022511005402,-29.04928922653198,-25.80225652456284,-26.55289083719254,-24.1547178030014,-26.5701462328434,-30.60720080137253,-27.24314150214195,-23.90826046466827,-23.26550808548927,-24.34750589728355,-24.347506,-1.08,100,36,139,36
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Very Large,.4002104356186464,-22.21898977831006,-50.5240358710289,-42.77583265304565,-34.01010069996119,-35.01978763379157,-31.04877408221364,-31.32859890814871,-28.28767539188266,-34.02057261392474,-36.33367322199047,-33.13975312560797,-31.34055885486305,-29.46495173685253,-29.52628580480814,-29.526285,-.059999999,158,32,97,30
17140,"Cincinnati, OH-KY-IN",Very Large,.4465322106843814,-19.44112665951252,-46.4582832083106,-37.50788906216621,-29.6738472096622,-32.26150934398174,-28.42190405726433,-28.15001376532018,-24.56183189898729,-29.36358566954732,-32.94868392124772,-28.26563351601362,-28.29242615774274,-25.14721603319049,-26.12185729667544,-26.121857,-.97000003,121,16,132,41
17300,"Clarksville, TN-KY",Midsized,.5150963780470192,-14.7103927731514,-40.90902423858643,-28.53423810005188,-22.56079244613647,-28.2833548784256,-24.8418276309967,-23.55053323507309,-20.35080873966217,-22.91663670539856,-26.59132272005081,-21.45913988351822,-24.63604128360748,-16.25884313881397,-17.20523220300674,-17.205233,-.94999999,20,19,131,57
17460,"Cleveland-Elyria, OH",Very Large,.1955658609513193,-19.64915829896927,-45.94889211654663,-35.92634761333466,-28.30216538906097,-31.57932007312775,-27.86355805397034,-27.27415132522583,-23.30572015047073,-27.9939432144165,-32.752800822258,-27.40727806091309,-25.20469927787781,-23.91119945049286,-24.9361412525177,-24.936142,-1.02,107,8,136,43
17780,"College Station-Bryan, TX",Midsized,1.573555022478104,-23.87528187036514,-44.49086833000183,-33.84465324878693,-31.152135014534,-36.63011419773102,-32.51445531845093,-30.9565417766571,-25.5508154630661,-27.8884185552597,-30.11203503608704,-27.73936986923218,-34.31278967857361,-26.17763829231262,-24.55373656749725,-24.553736,1.62,102,59,23,12
17820,"Colorado Springs, CO",Large,-2.648498557507992,-20.66423350572586,-48.58710443973541,-36.67561280727386,-29.32472723722458,-31.54381936788559,-27.61618936061859,-28.1455562710762,-26.28104186058044,-31.71158003807068,-36.54350215196609,-29.50897240638733,-26.96731108427048,-27.85494714975357,-24.09601223468781,-24.096012,3.76,95,32,5,1
17900,"Columbia, SC",Large,-.3420576676726341,-15.57056054472923,-41.05113661289215,-32.10529747605324,-27.62898635864258,-31.35831022262573,-27.89120298624039,-27.30066978931427,-23.0320682823658,-25.3986824452877,-28.85000556707382,-26.48804327845573,-21.42026662826538,-18.41069236397743,-19.42438313364983,-19.424383,-1.01,40,6,135,35
17980,"Columbus, GA-AL",Midsized,-.8938230574131012,-14.61043414473534,-40.16449332237244,-30.32383745908737,-26.54773351550102,-31.47694456577301,-26.66918289661407,-26.84638240933418,-21.98077583312988,-24.90629535913467,-27.93343022465706,-26.74031740427017,-21.59594520926476,-21.21145996451378,-21.384148478508,-21.384148,-.17,59,46,103,43
18140,"Columbus, OH",Very Large,-.2177478708326817,-21.83244428038597,-49.89667642116547,-39.37065520882607,-31.85660620033741,-34.71825996041298,-31.64086376130581,-30.76332306861877,-26.51377646625042,-30.05544325709343,-34.09363543987274,-30.02422988414764,-29.54699850082397,-27.66517440974712,-27.97649794816971,-27.976498,-.31,144,24,107,33
18580,"Corpus Christi, TX",Midsized,1.165888100862503,-16.25892114639282,-37.56096982955933,-27.19370293617249,-24.55049562454224,-34.42954349517822,-27.68536806106567,-25.56827688217163,-20.42668461799622,-23.16682648658752,-24.92555260658264,-22.09692931175232,-25.21834278106689,-19.39291715621948,-19.40378618240356,-19.403786,-.0099999998,39,34,95,40
18880,"Crestview-Fort Walton Beach-Destin, FL",Midsized,.6245628446340561,-10.92658400535583,-39.77788925170898,-25.09364652633667,-17.81655597686768,-22.59815883636475,-19.9293360710144,-22.98524522781372,-14.85901117324829,-20.07290983200073,-23.63171291351318,-20.22424268722534,-17.30412912368774,-13.65201354026794,-14.8793603181839,-14.87936,-1.23,9,9,145,63
19100,"Dallas-Fort Worth-Arlington, TX",Very Large,1.242826865520328,-21.87990237772465,-47.37641108036041,-37.67626374959946,-33.14776466786861,-37.29182523488998,-33.24589142203331,-32.45386056602001,-28.4694891422987,-31.66253808140755,-34.59597760438919,-31.25721400976181,-38.34634380042553,-28.86361345648766,-27.97474990785122,-27.974751,.88999999,143,23,50,11
19340,"Davenport-Moline-Rock Island, IA-IL",Midsized,.8325408697128296,-15.61780750751495,-39.59388661384583,-32.15313196182251,-24.35696816444397,-27.28524160385132,-24.02893084287643,-23.57041263580322,-19.61933976411819,-26.98620653152466,-29.84341883659363,-24.88392972946167,-21.25642037391663,-19.07593470811844,-17.83775526285172,-17.837755,1.24,29,27,36,18
19430,"Dayton-Kettering, OH",Large,.3359949141740799,-18.7816162109375,-46.11307001113892,-35.79024887084961,-27.38719463348389,-30.01460671424866,-25.87590765953064,-24.42238783836365,-20.32671368122101,-25.17313838005066,-29.87177395820618,-24.48202967643738,-23.54525327682495,-20.3385614156723,-21.01828241348267,-21.018282,-.68000001,52,10,120,33
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Large,-.4553137347102165,-16.91409039497375,-43.28151798248291,-32.24976301193237,-26.24165725708008,-30.37235450744629,-28.89905786514282,-27.62758636474609,-23.19623327255249,-26.15386247634888,-27.30457305908203,-23.90111970901489,-21.25827813148499,-22.42332196235657,-20.92185354232788,-20.921854,1.5,51,9,27,9
19740,"Denver-Aurora-Lakewood, CO",Very Large,.565046212868765,-22.86327891051769,-52.37005195021629,-41.73525393009186,-34.59795992076397,-37.02655281126499,-33.69039738178253,-34.11592818051577,-31.84797962009907,-36.51768089830875,-39.4376375824213,-33.13666155934334,-32.11680375039577,-35.37079659849405,-30.76274327561259,-30.762743,4.6100001,169,38,4,1
19780,"Des Moines-West Des Moines, IA",Large,1.847353115677834,-18.23047640919685,-44.36039239168167,-37.2716638147831,-30.06736609339714,-32.47697067260742,-29.31249940395355,-28.26709768176079,-23.42644387483597,-29.10207229852676,-31.85294955968857,-26.42621451616287,-23.47054862976074,-23.05793955922127,-20.82727286219597,-20.827272,2.23,50,8,11,3
19820,"Detroit-Warren-Dearborn, MI",Very Large,-1.713004043325782,-24.45298364758492,-60.87940263748169,-47.38417303562164,-34.38314914703369,-35.33673506975174,-31.53088539838791,-31.79951873421669,-27.54036605358124,-33.49235719442368,-37.75836032629013,-32.2521103322506,-29.89202129840851,-28.22114872932434,-31.70561867952347,-31.705618,-3.48,174,41,186,52
20260,"Duluth, MN-WI",Midsized,.5137120112776756,-16.46968770027161,-43.07059037685394,-34.7533802986145,-26.43795335292816,-28.36385577917099,-25.00170826911926,-25.62797474861145,-22.91921281814575,-29.71976262331009,-33.22431212663651,-26.89248472452164,-25.49627512693405,-24.80673027038574,-24.08507996797562,-24.085079,.72000003,94,56,65,29
20500,"Durham-Chapel Hill, NC",Large,-1.257208652794361,-21.9431483745575,-50.23697876930237,-42.65629518032074,-36.07800221443176,-38.72239696979523,-36.7545553445816,-36.50472629070282,-32.55644249916077,-34.73907232284546,-37.39846038818359,-35.28337717056274,-33.28834664821625,-32.16212022304535,-32.26382029056549,-32.263821,-.1,177,57,99,27
21340,"El Paso, TX",Large,.8617361187934875,-18.02589416503906,-45.17486190795898,-35.79519271850586,-28.76872825622559,-32.33114242553711,-29.09161186218262,-30.88992691040039,-31.68965148925781,-37.48552322387695,-34.60843276977539,-30.75948905944824,-29.22563743591309,-28.89916610717773,-28.10585403442383,-28.105854,.79000002,147,48,60,20
