cbsa_code,cbsatitle,topmetro,metrosize,price1_2019,price2_2019,price3_2019,price4_2019,price5_2019,price6_2019,price7_2019,price8_2019,price9_2019,price1_2020,price2_2020,price3_2020,price4_2020,price5_2020,price6_2020,price7_2020,price8_2020,price9_2020,price10_2020,chg_imp,chg_traj,rank_imp,rank_traj,szrank_imp,szrank_traj
25420,"Harrisburg-Carlisle, PA",1,Large,218850,220000,221092.86,220092.86,220250,225050,230545,234292.28,237242.78,242075,245596,249950,250050,250750,259700,260750,255050,256700,261450,10.46,1.85,71,23,28,6
25540,"Hartford-West Hartford-East Hartford, CT",1,Very Large,259950,264950,270950,275000,279950,284950,282500,279564.28,279114.28,275000,274950,284500,285000,294050,295050,299050,299050,299950,299950,7.1399999,0,122,72,34,21
25860,"Hickory-Lenoir-Morganton, NC",1,Midsized,248500,247300,257764.28,273550,286900,284950,285300,280007.16,270000,262300,259827,250000,256200,262950,267350,292450,299950,294250,300050,13.25,1.97,50,20,20,10
26420,"Houston-The Woodlands-Sugar Land, TX",1,Very Large,309950,310698,318671.72,324342,325045,324050,318294,312984.84,310050,304105,306045,313045,311050,319950,325050,327948,329666,331698,334050,7.7600002,.70999998,111,48,31,14
26580,"Huntington-Ashland, WV-KY-OH",1,Midsized,146800,144450,143350,143850,146300,149550,149950,149950,149950,139050,139950,135000,135050,135050,152000,154950,149950,150050,149950,1.97,-.07,175,87,71,35
26620,"Huntsville, AL",1,Midsized,252565,258500,264235.72,268785.72,270409,274050,274950,275617.28,275667.28,289950,290950,290000,288300,289950,296925,297709.5,300050,299950,298050,8.3800001,-.63,101,99,40,41
26900,"Indianapolis-Carmel-Anderson, IN",1,Very Large,240000,254550,272907.16,292545,296500,295050,291900,268001.44,248506.42,271043,274950,280000,284950,298420,299950,302550,299550,286184,274950,5.73,-3.9300001,143,173,40,49
27140,"Jackson, MS",1,Large,236050,241500,250950,258750,259500,259950,255050,254378.58,252428.58,255050,257050,261300,264500,269950,287450,299000,305350,309875,298550,18.68,-3.6500001,17,169,8,51
27260,"Jacksonville, FL",1,Very Large,301545,308050,313758.56,321545,324250,320040,316050,312807.16,309950,317545,319950,320045,311545,318050,317500,319337.5,320050,322545,318050,2.6099999,-1.39,167,124,48,36
28020,"Kalamazoo-Portage, MI",1,Midsized,229550,236700,258292.86,281250,290550,285050,275000,263135.72,252050,250050,259950,287500,289950,299950,312050,299950,299950,295000,295050,18,.02,20,70,9,30
28140,"Kansas City, MO-KS",1,Very Large,299050,311500,317457.16,322525,325500,324950,312500,305707.16,300050,325050,330050,340000,340025,350050,359435,351025,345050,339500,330050,10.11,-2.78,78,156,20,43
28420,"Kennewick-Richland, WA",1,Midsized,322700,324500,341335.72,359500,352425,359050,364784.5,367292.84,362401.5,362500,372050,384995,397450,410050,403500,416550,405050,399950,399950,15.33,0,35,72,13,31
28660,"Killeen-Temple, TX",1,Midsized,211000,217982.5,226435.72,235000,234300,231000,227090,225984.28,227074.28,230105,229900,225000,229500,235050,242550,248812.5,250050,249000,243500,6.54,-2.21,132,145,51,62
28700,"Kingsport-Bristol, TN-VA",1,Midsized,167050,165050,177692.86,194750,204050,209950,214950,212692.86,204792.5,199499.5,200050,219950,218750,225050,232433,240000,239950,225050,215050,6.1999998,-4.4400001,139,177,56,74
28940,"Knoxville, TN",1,Large,264950,268800,282421.44,299160.5,299950,300050,314500,308007.16,298750,292450,295950,300000,302500,314950,324950,329950,329950,322500,319950,12.26,-.79000002,62,108,25,30
29180,"Lafayette, LA",1,Midsized,208300,210050,212192.86,215050,218049,219050,220050,218721.42,217171.42,210050,210050,214049.5,217050,219950,219300,227050,234550,235050,230050,5.02,-2.1300001,150,141,60,59
29460,"Lakeland-Winter Haven, FL",1,Large,225050,225975,228150,229000,232045,233950,232425,230263.72,230550,235325,235050,235080,235050,236040,237450,239549.5,245050,249045,249950,7.4099998,.36000001,120,61,41,18
29540,"Lancaster, PA",1,Large,276995,279500,287758.56,295263.56,292500,289950,289500,289378.56,294450,318000,324962,321800,326500,319950,319500,324750,335040,328740,329950,13.17,.37,51,60,20,17
29620,"Lansing-East Lansing, MI",1,Large,169300,175550,183907.14,193900,199900,199950,199950,190864.28,178500,155450,159950,169950,182500,195050,219500,215000,205050,214950,197950,19.68,-7.9099998,12,186,6,55
29700,"Laredo, TX",1,Midsized,178550,179750,179764.28,180764.28,180050,184950,189050,187335.72,185050,185050,189050,190000,197500,195050,195950,199250,200040,207045,200050,8.1099997,-3.3800001,104,165,41,70
29820,"Las Vegas-Henderson-Paradise, NV",1,Very Large,314500,310050,312192.84,316300,319999.5,323050,324950,322907.16,320049.5,323532,327950,335050,328550,329050,336349,340050,343550,345014.5,345295,7.9000001,.079999998,108,66,30,20
30460,"Lexington-Fayette, KY",1,Large,267710,285050,294278.16,306499.5,311250,312550,305000,300478.56,297478.56,304761.5,318050,319519.5,317450,325050,325250,329500,329980,330019.5,328750,12.76,-.38,56,94,22,28
30700,"Lincoln, NE",1,Midsized,272549.5,286375,306156.84,313584.34,320000,314950,314950,305763.84,296299.5,319997.5,324950,319050,317453,329950,335000,331300,328986,326025,324950,9.3900003,-.33000001,86,93,33,38
30780,"Little Rock-North Little Rock-Conway, AR",1,Large,182800,185450,192478.58,199050,199950,199950,199950,199950,199950,199950,205050,215000,213950,229950,235050,232550,237550,236550,238050,19.049999,.63,15,51,7,14
30980,"Longview, TX",1,Midsized,194050,198750,199192.86,200050,199995,199950,199950,204521.42,199750,198550,198950,202500,200050,209550,226550,232450,225050,239800,229950,15.71,-4.1100001,33,176,12,73
31080,"Los Angeles-Long Beach-Anaheim, CA",1,Very Large,719500,727500,755764.31,778800,796550,799050,800049.5,821478.56,850000,939550,959938,960045,902500,915050,970050,994154,999050,995050,995050,16.92,0,25,72,2,21
31140,"Louisville/Jefferson County, KY-IN",1,Very Large,249950,260000,271807.16,285000,289950,285050,277000,268521.44,259950,240000,254950,272495,275050,289890,289950,289950,284950,267500,258050,2.2,-3.53,173,167,51,48
31180,"Lubbock, TX",1,Midsized,219725,225943.5,236378.58,247450,249500,249950,242500,233407.14,224800,237751,239050,243050,245050,249050,257800,252300,265050,265050,249800,13.78,-5.75,47,181,18,78
31340,"Lynchburg, VA",1,Midsized,140000,137950,193207.14,269750,269950,269950,272450,269150,269950,264950,269950,274950,277450,279950,289937.5,285450,289050,282450,268050,-.33000001,-5.0999999,184,179,77,76
31540,"Madison, WI",1,Large,342450,365800,367907.16,366407.16,367050,365050,355603.5,350007.16,349950,352500,367050,372450,379950,384050,387500,377500,365550,359950,360050,4.3800001,.029999999,156,69,51,20
31700,"Manchester-Nashua, NH",1,Midsized,349950,358950,367478.56,373250,373250,375050,374950,370664.28,362450,375700,384050,387450,390950,399950,404950,418000,399950,377300,379950,7.8000002,.69999999,110,49,43,23
32580,"McAllen-Edinburg-Mission, TX",1,Large,189993.5,191750,192135.72,196050,198550,199050,199050,197335.72,195050,199050,197050,199500,199050,200049,215000,215050,218050,222550,230050,17.940001,3.3699999,21,6,11,3
32820,"Memphis, TN-MS-AR",1,Very Large,205950,209487.5,214513,222823.5,232500,234950,234050,237721.42,235000,234232.5,237050,243500,249950,250050,258750,260050,265050,261550,263820,13.96,.87,44,43,10,12
32900,"Merced, CA",1,Midsized,304750,307350,314778.56,323678.56,329500,330000,339500,336050,330500,318975,340050,348750,351652,349950,350000,348950,350050,340436.5,340050,4.6100001,-.11,151,88,61,36
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",1,Very Large,395050,395370,398292.84,399999.5,407050,409050,410000,405707.16,400050,413050,409950,407802,399050,398050,399549.5,403826,405050,410050,410050,2.5,0,170,72,49,21
33340,"Milwaukee-Waukesha, WI",1,Very Large,272450,299950,321150,342500,349750,349550,349500,324563.84,299999.5,287500,319950,327500,340550,374950,369950,362450,345950,326450,299950,3.8099999,-8.1199999,160,187,45,53
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,Very Large,378882.5,388050,380578.56,369950,360050,355050,350000,345664.28,339975,371450,375050,373520,365095,369950,369950,367050,360050,354550,347950,2.3499999,-1.86,172,134,50,38
33660,"Mobile, AL",1,Midsized,164950,165092.5,173550,178550,175000,185050,185360.5,184992.86,185149.5,179950,190050,194950,195125,209050,215000,215354.5,214950,218500,219050,16.91,.25,26,63,10,27
33700,"Modesto, CA ",1,Large,342525,347050,356456.56,367475,367050,374050,375300,377850,375045,379600,379950,392450,377500,377800,395050,402525,425050,424999.5,420050,13.29,-1.16,49,119,19,34
33860,"Montgomery, AL",1,Midsized,193000,196550,206578.58,218950,220655,219950,220000,221144.86,219944,222500,225050,235250,240000,240050,242550,240000,237850,235050,233550,7.3499999,-.63999999,121,102,47,43
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1,Midsized,255050,256500,258298.58,262300,266300,265050,264125,265907.16,268618,259950,263040,261450,259950,262550,264950,261450,259950,259950,263040,-1.87,1.1900001,188,35,81,17
34940,"Naples-Marco Island, FL",1,Midsized,469750,474817.5,475050,475050,474950,475050,469950,469564.28,467050,499500,499550,499050,490050,495050,499050,496550,497550,499050,499050,6.23,0,138,72,55,31
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1,Very Large,355000,357570,364235.72,369950,371840,375950,376000,375449.56,373199.5,368995,371020,378987.5,375045,385050,390050,389995,395976,399950,399950,8.1099997,0,104,72,28,21
35300,"New Haven-Milford, CT",1,Large,259950,259950,270421.44,279500,279950,279050,277037.5,272421.44,268050,259950,265050,274780,275000,279950,289950,290050,289050,280000,285050,7.5500002,1.8,115,24,40,7
35380,"New Orleans-Metairie, LA",1,Very Large,272050,276500,285907.16,296800,299050,298550,294800,290050,289550,279950,284550,289050,289750,299050,300200,315050,324050,325050,329050,15.66,1.23,34,33,6,9
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,Very Large,520050,527718,542050,558550,571550,569394,559550,554624.31,550584.31,550050,559050,569050,575000,575050,577050,593034,619050,625000,639050,15.13,2.25,37,19,8,5
35840,"North Port-Sarasota-Bradenton, FL",1,Large,349950,350000,353850,359050,359950,364950,365050,360764.28,355050,375050,374050,370442,353550,356550,363215,368829.5,369950,374541.5,375050,3.8399999,.14,159,65,52,19
35980,"Norwich-New London, CT",1,Midsized,261499.5,267750,273721.44,282450,292000,299550,299050,297335.72,293800,294050,287550,289050,298550,295050,302500,307450,300050,300050,300050,1.01,0,181,72,74,31
36100,"Ocala, FL",1,Midsized,200000,199950,199435.72,200000,209950,209950,209317.5,212131.42,214631.42,208050,202040,205045,202970,206950,210045,210050,215050,215050,219040,4.5500002,1.86,155,22,62,12
36260,"Ogden-Clearfield, UT",1,Large,379950,385020,398521.44,409950,399500,398050,389050,370192.84,355642.84,390050,399950,408250,394300,419950,450049.5,453200,436450,435000,449050,24.91,3.23,4,7,2,4
36420,"Oklahoma City, OK",1,Very Large,234950,236251,245278.58,253720,257670,257050,255402,250621.42,250121.42,259320,257703,264400,261050,267451,293345,284329,269850,268725,270049,6.6100001,.49000001,131,58,37,18
36500,"Olympia-Lacey-Tumwater, WA",1,Midsized,389525,396050,406528.56,424775,409047.5,399950,399550,399457.16,399932.16,427500,395050,385000,399950,419950,412500,399975,405050,423025,419950,5.2399998,-.73000002,147,103,58,44
36540,"Omaha-Council Bluffs, NE-IA",1,Large,280506,287550,300355.72,310104,300025,294550,298149,291400,279975,298750,308150,304233.5,302500,315050,319947,317615,311050,306050,295050,5.6399999,-3.5899999,144,168,47,50
36740,"Orlando-Kissimmee-Sanford, FL",1,Very Large,299950,300000,306621.44,312500,315050,319950,323050,322485.72,320225,319950,325050,322805,312550,315050,319950,320050,324950,325050,324950,1.5599999,-.029999999,178,84,53,26
37100,"Oxnard-Thousand Oaks-Ventura, CA",1,Large,698550,698050,710192.88,723192.88,725050,739050,750049.5,762478,779050,827525,839950,840050,799050,810050,839500,850000,850050,864550,849050,8.5699997,-1.79,98,132,35,40
37340,"Palm Bay-Melbourne-Titusville, FL",1,Large,283230,288582.5,291192.84,291642.84,291900,295050,297050,296707.16,299000,299950,299950,299950,294838.5,298950,299050,304992.5,310050,318111.5,319950,6.6500001,.57999998,130,52,44,15
37860,"Pensacola-Ferry Pass-Brent, FL",1,Midsized,260050,260000,270992.84,280550,286050,288400,289108,289564.28,289050,286300,284950,292550,289950,295050,301235,299995,299050,299797.5,295355,3.6199999,-1.48,163,127,65,53
37900,"Peoria, IL",1,Midsized,129950,129950,133807.14,138750,138900,139050,138456,137121.42,135750,122495,124950,128750,129950,132050,134950,135050,129950,126500,124050,-4.54,-1.9400001,189,135,82,56
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,Very Large,249950,251500,265335.72,275050,288000,289950,287050,289335.72,297050,289950,295040,300000,299950,312050,327500,340000,343040,343508,349050,16.719999,1.61,28,27,3,6
38060,"Phoenix-Mesa-Chandler, AZ",1,Very Large,349300,350050,362472.84,373050,376050,384950,386086,389721.44,388471.44,399800,400040,405000,375050,384189,401500,411615,415050,413500,415550,7.6599998,.5,113,57,32,17
38300,"Pittsburgh, PA",1,Very Large,170050,175000,182578.58,189950,197500,199950,199950,199950,199950,189950,200050,215000,217300,225050,247450,249950,249950,249950,245050,24.200001,-1.96,5,137,1,40
38860,"Portland-South Portland, ME ",1,Large,349950,357250,366378.56,377000,383445,388050,389500,385150,380600,399050,399550,399950,410000,419050,415050,431550,425050,425050,425050,10.55,0,70,72,27,22
38900,"Portland-Vancouver-Hillsboro, OR-WA",1,Very Large,474550,479500,480764.28,476014.28,479050,479050,475025,472807.16,469950,480797.5,484950,480000,478450,489950,499950,499950,500050,504550,510050,9.1000004,1.09,88,39,23,11
38940,"Port St. Lucie, FL",1,Midsized,295050,296500,296050,294800,298438.5,299550,299661.5,299234.56,299050,298950,298050,299050,299050,299050,301650,313300,310050,312550,317050,6.3699999,1.4400001,136,30,53,16
39300,"Providence-Warwick, RI-MA",1,Very Large,349950,357450,366421.44,377050,382500,389050,389950,382478.56,377050,372500,389050,399950,399050,399950,432500,434500,429050,412050,399950,6.0700002,-2.9400001,141,160,39,46
39340,"Provo-Orem, UT",1,Large,380750,387000,396664.28,402209.28,399050,399950,408550,395621.44,391071.44,419995,431950,434000,416995,426050,437950,453300,479950,509942.5,523950,30.99,2.75,2,11,1,5
39580,"Raleigh-Cary, NC",1,Very Large,350040,352295,363833.56,370095.5,376500,379950,375050,373292.84,370495,364216,367818,375045,366856.5,374950,385000,384120,386243,390807.5,389950,6.8200002,-.22,127,91,36,28
39740,"Reading, PA",1,Midsized,206550,209500,215864.28,225000,227000,225050,220000,226421.42,237500,247500,250050,260000,275939.5,259950,250000,272438.5,269950,255050,262950,9.5900002,3.0999999,83,8,31,4
39900,"Reno, NV",1,Midsized,432500,438425,454692.84,464692.84,461887.5,474050,470050,465707.16,459050,487547.5,519950,494950,484500,485050,517550,547550,539050,544800,550050,19.450001,.95999998,13,42,6,19
40060,"Richmond, VA",1,Very Large,308500,316775,324287.16,333450,334025,334050,332544.5,325192.44,320049.5,325140,327000,333300,337713,349050,353522.5,357450,358000,355025,357000,11.73,.56,63,54,15,15
40140,"Riverside-San Bernardino-Ontario, CA",1,Very Large,398050,399500,404278.56,410050,417706,419950,419050,415192.84,410000,411550,419050,424550,419900,428050,439500,450000,459050,467545,470050,14.63,.54000002,41,55,9,16
40220,"Roanoke, VA",1,Midsized,239775,245875,256450,267050,280000,285050,277800,273742.84,270000,265000,269950,267025,272500,290000,300000,288775,290000,277525,269050,.64999998,-3.05,183,161,76,67
40380,"Rochester, NY",1,Very Large,189950,199950,212863.72,232500,231000,229950,229950,220007.14,208450,218450,229950,235645,250000,254740,247600,249950,244950,222500,228650,12.89,2.76,53,10,12,1
40420,"Rockford, IL",1,Midsized,134950,134950,140435.72,146750,149850,155050,155050,155007.14,153950,141000,149050,148050,150050,159950,170000,172450,169950,175000,160050,6.2399998,-8.54,137,189,54,81
40900,"Sacramento--Roseville--Arden-Arcade, CA",1,Very Large,449750,460000,475907.16,487050,492550,500049,499050,497335.72,494550,500000,500050,507158.5,499050,504950,517550,525050,528050,544300,549050,12.28,.87,59,43,14,12
41180,"St. Louis, MO-IL",1,Very Large,200949.5,215000,223721.42,229950,235500,237418,230040,228235.72,225450,214500,219950,230000,234000,249550,250050,251800,249950,250050,247950,10.34,-.83999997,74,112,19,32
41420,"Salem, OR",1,Midsized,367050,363000,366921.44,368971.44,369500,369950,375000,377150,377150,392500,399050,404000,399050,415050,426500,429950,430045,447500,429950,13.16,-3.9200001,52,171,21,71
41500,"Salinas, CA",1,Midsized,812050,829550,863764.31,899540,899550,979050,995050,999264.31,999514.31,1002404,1099050,1035050,975154,919550,989404,1049550,1200050,1249050,1200050,20.120001,-3.9200001,11,171,5,71
41540,"Salisbury, MD-DE",1,Midsized,310000,317000,323464.28,327509.28,331250,334950,335000,335671.44,336396.44,332500,334950,339050,337375,339950,345500,348800,353040,355495,355650,6.1700001,.039999999,140,68,57,29
41620,"Salt Lake City, UT",1,Very Large,401500,416550,433990.72,449995,460000,451050,445000,424235.72,408785.72,459500,490050,488499.5,450103.5,471310,492525,502500,490050,482550,495050,15.14,2.5899999,36,14,7,3
41700,"San Antonio-New Braunfels, TX",1,Very Large,290050,290000,296906.72,307999.5,309950,309050,304800,296058.84,290037,287795,290040,297495,296666,300050,312300,315545,313650,309050,300040,3.55,-2.9200001,164,159,46,45
41740,"San Diego-Carlsbad, CA",1,Very Large,662000,669050,684764.31,699550,717050,725050,717050,721621.44,724616.44,734550,749050,749950,727050,749050,772000,792500,779050,776300,795050,11.19,2.4200001,67,17,17,4
