"cbsa_code","cbsatitle","metrosize","unemp_jan20","unemp_feb20","unemp_mar20","unemp_apr20","unemp_may20","unemp_jun20","unemp_jul20","unemp_aug20","unemp_sep20","unemp_oct20","unemp_nov20","unemp_dec20","unemp_jan21","unemp_feb21","unemp_mar21","chg_imp","chg_traj","rank_imp","rank_traj","szrank_imp","szrank_traj"
"40060","Richmond, VA","Very Large",2.8,2.8,3.5,11.7,9.7,8.9,8.9,6.9,6.9,5.8,5.2,5.2,5.8,5.8,5.7,2.9,-0.0999999999999996,138,60,32,22
"40140","Riverside-San Bernardino-Ontario, CA","Very Large",3.8,3.9,5.1,15,15.5,13.9,12.7,10,10,8.5,7.8,9.2,8.2,8.3,8.2,4.3,-0.100000000000001,174,26,47,7
"40220","Roanoke, VA","Midsized",2.8,2.7,3.5,10.9,9.2,7.9,7.6,5.9,5.9,5.1,4.9,4.8,5.2,5.1,5,2.3,-0.0999999999999996,114,60,53,23
"40380","Rochester, NY","Very Large",4.3,4.1,4.6,15.3,11.5,11.4,13,10,6.4,6.5,5.8,6.4,6.2,6.3,6.3,2.2,0,109,107,21,33
"40420","Rockford, IL","Midsized",5.9,5.6,5.5,23.7,20.7,16.6,14.3,11.7,10.6,7.4,7.7,7.5,10,9,8.8,3.2,-0.199999999999999,150,21,68,12
"40900","Sacramento--Roseville-Folsom, CA","Very Large",3.4,3.4,4.5,14.3,14.1,12.7,11.3,8.8,8.9,7.4,6.8,8,7,7.1,7,3.6,-0.0999999999999996,158,60,39,22
"41180","St. Louis, MO-I","Very Large",3.4,3.5,3.4,11.6,11.6,9.5,7.8,7.8,5.8,5,4.9,6.2,5,5,4.9,1.4,-0.0999999999999996,58,60,13,22
"41420","Salem, OR","Midsized",3.6,3.5,3.5,13.1,13,10.7,9.7,7.9,7.8,6.7,5.9,6.3,5.9,5.9,5.8,2.3,-0.100000000000001,114,30,53,17
"41500","Salinas, CA","Midsized",5.8,5.8,8.7,20,18.4,16.5,14.2,11.6,11.6,10,8.9,9.2,7.4,7.4,7.3,1.5,-0.100000000000001,64,30,29,17
"41540","Salisbury, MD-DE","Midsized",4.5,4.4,5.4,16,15.9,11.7,9.7,8.4,8.2,6.7,5.7,5.6,6,6.2,6.1,1.7,-0.100000000000001,79,30,37,17
"41620","Salt Lake City, UT","Very Large",2.4,2.4,3.8,11.3,9.5,6.2,5.2,4.6,5.4,4.3,4.5,3.8,3.4,3,3,0.6,0,18,107,3,33
"41700","San Antonio-New Braunfels, TX","Very Large",3.1,3,4.6,13.8,13.1,8.1,7.8,6.5,7.7,6.4,7.5,6.7,7,6.9,6.8,3.8,-0.100000000000001,161,30,40,9
"41740","San Diego-Chula Vista-Carlsbad, CA","Very Large",3,3,4.1,15.2,15.3,13.5,11.9,9.1,9.1,7.6,6.8,8.2,7.3,7.4,7.3,4.3,-0.100000000000001,175,30,48,9
"41860","San Francisco-Oakland-Berkeley, CA","Very Large",2.5,2.5,3.4,13.3,13.3,12.5,11.2,8.6,8.6,7,6.2,7.3,6.6,6.5,6.3,3.8,-0.2,161,7,40,2
"41940","San Jose-Sunnyvale-Santa Clara, CA","Very Large",2.5,2.5,3.3,12,11.5,10.5,9.3,7,7.1,5.8,5.2,6.2,5.5,5.5,5.4,2.9,-0.0999999999999996,138,60,32,22
"42020","San Luis Obispo-Paso Robles, CA","Midsized",2.7,2.7,3.6,14.3,13.2,11.3,9.5,7.3,7.3,6.1,5.5,6.8,6.1,5.9,5.9,3.2,0,149,107,67,48
"42100","Santa Cruz-Watsonville, CA","Midsized",4.5,4.4,6.3,16.4,15.5,14.2,12.2,9.6,9.6,8.3,7.2,7.8,7,6.9,6.7,2.3,-0.2,114,7,53,3
"42200","Santa Maria-Santa Barbara, CA","Midsized",3.4,3.5,5,14.3,13.8,11.9,10.4,7.9,7.9,6.6,6.1,7.3,6.5,6.5,6.4,2.9,-0.0999999999999996,138,60,63,23
"42220","Santa Rosa-Petaluma, CA","Midsized",2.5,2.5,3.4,14.7,13.4,11.6,9.7,7.4,7.4,6.2,5.6,6.6,6.6,6.5,6.3,3.8,-0.2,161,7,73,3
"42340","Savannah, GA","Midsized",2.9,3,4.4,15.7,11,8.3,8.2,6.3,6.9,4.8,6.1,6,5,4.8,4.7,1.7,-0.0999999999999996,83,60,39,23
"42540","Scranton--Wilkes-Barre, PA","Large",5.8,5.8,7,18.4,15.7,15.2,13.8,11.7,9.6,8.6,7.8,7.9,8.5,8.8,8.8,3,0,147,107,45,28
"42660","Seattle-Tacoma-Bellevue, WA","Very Large",3.1,3.1,5.7,17.3,15.7,10.1,9.3,8.1,8.1,5.9,5.5,7.8,6.4,5.9,5.9,2.8,0,134,107,28,33
"43340","Shreveport-Bossier City, LA","Midsized",5.5,5.4,7.3,13.9,13.3,8.8,8.8,7.4,7.5,9.1,8.4,7.1,6.6,6.7,6.7,1.3,0,42,107,19,48
"43620","Sioux Falls, SD","Midsized",2.9,2.9,2.8,10.7,9.7,7,6,4.4,3.7,3.3,3.3,2.9,2.9,2.9,2.8,-0.1,-0.1,2,56,2,22
"43780","South Bend-Mishawaka, IN-MI","Midsized",3.6,3.5,3.5,22,14.4,13.8,10.2,8.6,8.4,7.2,6.5,5.3,5.2,5,5,1.5,0,64,107,29,48
"43900","Spartanburg, SC","Midsized",2.3,2.4,2.6,15.5,14.5,9.6,9.6,7.2,5.9,4.7,4.7,4.7,4.6,4.7,4.8,2.4,0.0999999999999996,119,173,56,73
"44060","Spokane-Spokane Valley, WA","Large",5,4.9,4.9,17,15.7,10.2,11.8,9.5,9.5,6.9,6.9,7.5,5.8,5.7,5.7,0.8,0,21,107,6,28
"44140","Springfield, MA","Large",3.5,3.5,3.1,15.5,15.8,17.1,16,11.5,10.1,7.9,7.8,8.8,8,7.7,7.6,4.1,-0.100000000000001,167,30,52,6
"44180","Springfield, MO","Midsized",3.2,3.3,3.2,9.7,8.5,7.2,6.1,5.5,3.8,3.7,3.7,5.1,3.8,3.8,3.7,0.4,-0.0999999999999996,13,60,8,23
"44700","Stockton, CA","Large",5.7,5.7,7.5,17.7,17.4,15.8,14.6,11.7,11.7,9.9,8.9,10.3,8.8,8.9,8.8,3.1,-0.0999999999999996,148,60,46,17
"45060","Syracuse, NY","Large",4.3,4.2,4.6,16.7,12.3,12.3,13.4,10.2,6.6,6.7,5.9,6.4,6.2,6.3,6.3,2.1,0,98,107,35,28
"45220","Tallahassee, FL","Midsized",2.9,2.9,4.3,8.7,8.4,6.7,8.1,5.4,4.8,5.3,5.2,5.3,3.9,4.4,4.5,1.6,0.0999999999999996,75,173,35,73
"45300","Tampa-St. Petersburg-Clearwater, FL","Very Large",2.9,2.9,4.4,13.5,12.4,8.9,10.1,6.6,5.8,5.8,5.7,5.6,4.4,4.6,4.6,1.7,0,80,107,18,33
"45780","Toledo, OH","Large",4.3,4.3,4.6,22.1,17.5,11.9,9.4,9.3,9.2,6.8,6.7,6.5,6.2,6,5.8,1.5,-0.2,64,7,21,4
"45940","Trenton-Princeton, NJ","Midsized",3.4,3.4,3.4,11.4,10.9,12.4,11,8.6,5.2,6.6,8.5,6.5,6.1,6.1,6.1,2.7,0,128,107,60,48
"46060","Tucson, AZ","Very Large",4.3,4.3,6,13.1,8.7,9.6,10.3,5.6,6.3,7.9,8,7.9,7.5,7.2,7.1,2.8,-0.100000000000001,131,30,26,9
"46140","Tulsa, OK","Large",3.3,3.1,3.3,15.7,13.1,7.1,7.8,6.3,6,6.9,6.8,5.9,5.3,4.8,4.7,1.6,-0.0999999999999996,75,60,24,17
"46220","Tuscaloosa, AL","Midsized",2.6,2.6,2.6,17.1,11,8,8,5.7,7.2,6.2,4.7,4.7,4.6,4.4,4.2,1.6,-0.2,75,7,35,3
"46520","Urban Honolulu, HI","Large",2.5,2.5,2.2,20.7,20.7,11.4,11.3,10.9,13.2,12.3,9,8.3,7.9,8.1,8,5.5,-0.0999999999999996,188,60,56,17
"46540","Utica-Rome, NY","Midsized",4.5,4.3,4.7,15.3,11.7,11.1,12.5,9.7,6.3,6.8,6.1,6.5,6.3,6.5,6.5,2.2,0,109,107,50,48
"46700","Vallejo, CA","Midsized",3.5,3.5,4.8,15.3,14.8,13.5,12.2,9.7,9.8,8.3,7.6,8.9,8,8.1,7.9,4.4,-0.199999999999999,179,21,77,12
"47260","Virginia Beach-Norfolk-Newport News, VA-NC","Very Large",3,2.9,3.7,12.5,10.3,9.2,9,7.2,7.3,6,5.3,5.4,6,6,5.9,3,-0.0999999999999996,146,60,36,22
"47300","Visalia, CA","Midsized",9.3,9.4,12.3,19.1,19.5,17.7,16.2,13,13.6,11.6,10.6,11.7,10.1,10,9.9,0.5,-0.0999999999999996,14,60,9,23
"47380","Waco, TX","Midsized",3.3,3.3,5,11.1,10.1,6.4,6.3,5.2,6.5,5.6,6.8,6.3,6.2,6.2,6.2,2.9,0,138,107,63,48
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","Very Large",2.9,2.9,3.4,10.1,9.1,8.2,7.9,6.9,7,6.7,6.1,6,5.9,5.9,5.8,2.9,-0.100000000000001,136,30,30,9
"48620","Wichita, KS","Large",3.4,3.5,3.4,18.2,14.4,10.9,10.7,10.1,8.4,7.1,7,4.7,6.4,5.4,5.4,1.9,0,91,107,32,28
"48900","Wilmington, NC","Midsized",3.3,3.3,4.2,15.3,13.8,7.2,8.2,6.3,6.6,5.6,5.6,5.6,5,4.6,4.5,1.2,-0.0999999999999996,37,60,16,23
"49180","Winston-Salem, NC","Large",3.5,3.5,4.3,13.2,12.8,7.5,8.5,6.4,7.2,6.2,6.2,6.2,5.6,5.1,5.1,1.6,0,72,107,23,28
"49340","Worcester, MA-CT","Large",3.1,3.1,2.8,14.6,14.8,15.9,14.6,10.3,9,6.9,7,7.6,7.2,6.9,6.8,3.7,-0.100000000000001,159,30,49,6
"49420","Yakima, WA","Midsized",6.4,6.1,5.9,14.6,14.4,12.6,14.2,10.8,10.6,8.3,7.3,6.6,6.1,5.8,5.8,-0.3,0,1,107,1,48
"49620","York-Hanover, PA","Midsized",4.1,4.1,4.9,15.3,12.6,11.3,10.4,8.7,6.7,6,5.5,5.5,6.2,6.3,6.2,2.1,-0.0999999999999996,106,60,48,23
"49660","Youngstown-Warren-Boardman, OH-PA","Large",5.7,5.8,6.7,20.4,16.2,13.4,11.2,11.1,10.2,8,7.9,7.8,7.3,7.2,6.9,1.1,-0.3,35,2,13,1
